cps21_ResponseId,cps21_imp_iss,Q_Language,cps21_imp_iss_tr
R_1jIoZE0ElJabc2D,Financial,EN,Financial
R_1jJ409yKOcD5qPB,cost of living,EN,cost of living
R_1jJ45qz9Prv8jfA,L'environnement,FR-CA,Environment
R_1jJ8pa0p9LnN3xY,Covid19,FR-CA,Covid19
R_1jJJB5if0WsWy03,Les changements climatiques,FR-CA,Climate change
R_1jJNi0o8AiLeiVQ,Universal Basic Income,EN,Universal Basic Income
R_1jJPn2d71kvHiM3,ne pas réélire le parti conservateur dû a ses positions trop de droite qui ne me rejongnent pas,FR-CA,do not re-elect the Conservative party due to its positions too right which do not re-elect me
R_1jJQtiui2HHoP8g,Addressing climate change,EN,Addressing climate change
R_1jJllBF4EAIqshE,Pandemic,EN,Pandemic
R_1jJuIGXoPfgGHxu,The environment/climate change/forestry,EN,The environment/climate change/forestry
R_1jK9YFagR0g9U70,COVID-19 Measures & Support,EN,COVID-19 Measures & Support
R_1jKi53gakxOmAeZ,L'environnement,FR-CA,Environment
R_1jNT95crlnUThJr,Increasing cost of living,EN,Increasing cost of living
R_1jNW48vvNmCKsNi,Environnement,FR-CA,Environment
R_1jNYsAhPhi6sKk2,COVID,FR-CA,VOCID
R_1jNc8ekWs2qyNyx,covid CRISIS NOT BEING DEALT WITH TO WELL,EN,covid CRISIS NOT BEING DEALT WITH TO WELL
R_1jNwMQNI2GIwkh3,Housing and affordability,EN,Housing and affordability
R_1jO4mMGJDClidhg,honesty and a fair election by trustyworthy pareties,EN,honesty and a fair election by trustyworthy pareties
R_1jOGt9bGWAE33CA,Climate change and economy,EN,Climate change and economy
R_1jOKFxZUFwRXp3U,"Housing market, wages",EN,"Housing market, wages"
R_1jOP6OmnNKsZn6Y,Restart of the economy after Vovid-19,EN,Restart of the economy after Vovid-19
R_1jOlKiCL9y9JaaJ,Ending the pandemic.,EN,Ending the pandemic.
R_1jOpgW0WDx1kw9C,Stop spending money.  Tell people to go back to work. And open up everything,EN,Stop spending money.  Tell people to go back to work. And open up everything
R_1jPKRYc0TcepsBm,Seniors' Issues,EN,Seniors' Issues
R_1jPNl9sMzbny98x,Getting rid of the current leader,EN,Getting rid of the current leader
R_1jPUxL952FmoQuv,THE FACTORS THAT WERE HIT BY COVID,EN,THE FACTORS THAT WERE HIT BY COVID
R_1jPaf0usPae7mKv,Environnement,FR-CA,Environment
R_1jQirxz5irnUrMl,Une saine gestion,FR-CA,Good management
R_1jSVTCGCgeKu8zi,COVID 19,EN,COVID 19
R_1jSXDlzLL9SxnUd,L'environnement,FR-CA,Environment
R_1jTZR5OaLES30Sa,Partage des richesses,FR-CA,Sharing wealth
R_1jTdyAdcfLe5JBm,Freedom,EN,Freedom
R_1jTzPse3pl6I0yK,taxes,EN,taxes
R_1jUn8gJNBr6O6EK,Le pouvoir,FR-CA,Power
R_1jV5AmQ4O5ST3MA, COVID Vaccine mandate,EN, COVID Vaccine mandate
R_1jVMVN4MCgGNMQS,Mandatory Vaccination - pro,EN,Mandatory Vaccination - pro
R_1jVNiLF7tIGGrhB,LA SANTÉ,FR-CA,HEALTH
R_1jVcSit5aaZjpob,Honesty,EN,Honesty
R_1jVu51gkQ5c5ePo,economy,EN,economy
R_1jWg77thwiQGHTq,Pandemic,EN,Pandemic
R_1jYOOwFTIGcTt4o,none,EN,none
R_1jYWUtE4ORHQt9x,La liberté,FR-CA,Freedom
R_1jZF3UhQA6hVnlk,Affordable housing,EN,Affordable housing
R_1jZIci4g50S7sh7,Health care,EN,Health care
R_1jZMpmRmvopSxXQ,healthcare system improvement,EN,healthcare system improvement
R_1jZX5d4ud6pc8DL,Health Care,EN,Health Care
R_1jZibU6w00GSZ9S,covid,EN,covid
R_1jZjnksH3QEtGAs,Honesty and Integrity of the politicians,EN,Honesty and Integrity of the politicians
R_1jcBEAeuPrUnE4s,Freedom,EN,Freedom
R_1jcBfsQ7HeWsu8b,the calling of an unnecessary election during a pandemic,EN,the calling of an unnecessary election during a pandemic
R_1jcQcUyRFLxwlaQ,la santé,FR-CA,Health
R_1jcV2N69mfpkgsM,L'AIDE AUX PROVINCES SANS INGÉRANCE COMPLÈTE AU NIVEAU SURTOUT DE LA SANTÉ,FR-CA,ASSISTANCE TO PROVINCES WITHOUT SUPPLEMENTARY INGERANCE AT HEALTH LEVEL
R_1jcsM7uf1eSu2qF,Freedom!,EN,Freedom!
R_1jcszDfJtjxq3SR,Ev incentives,EN,Ev incentives
R_1jctcgn62VeVYDz,Environnement,FR-CA,Environment
R_1jdEoc6bTehy30v,Les personnes agees,FR-CA,Aged people
R_1jdJrjOrktodeJ0,health and covid,EN,health and covid
R_1jdfvrOrLUj6hIA,I think it was not neccary to have it in the first place,EN,I think it was not neccary to have it in the first place
R_1jdnAfV08kuZYKL,The candidates,EN,The candidates
R_1je2ykroOPtw245,The economy,EN,The economy
R_1je30FY8hBQbRAH,Our freedoms and rights,EN,Our freedoms and rights
R_1jePeQk86c9rp5D,Pandemic recovery,EN,Pandemic recovery
R_1jeU04RXn1kN2Ki,Librrals,EN,Librrals
R_1jeWqHWwi4j7CIg,Economy,EN,Economy
R_1jeluvPtheZLvtr,Pauvreté,FR-CA,Poverty
R_1jf9xf0o3S1bEdR,Climate change,EN,Climate change
R_1jfHk5bScsEh0nB,economy,EN,economy
R_1jfHuGkMGdGf1vR,Honesty,EN,Honesty
R_1jfUmTft3a10HC5,Dealing with mental issues,EN,Dealing with mental issues
R_1jfXi6MnphFTKRo,financial stability,EN,financial stability
R_1jiU4my6ZRGR3l1,Covid,FR-CA,Covid
R_1jj4HmEYGuPzsgE,COVID-19 response and recovery,EN,COVID-19 response and recovery
R_1jjDU38k8wcHLK0,HOUSE FOR EVERYBODY,EN,HOUSE FOR EVERYBODY
R_1jjH6oR2HyNBWtz,Economy,EN,Economy
R_1jjJwpdcPmlGSec,Climate change,EN,Climate change
R_1jjgl3gEigfyKz8,Integrity,EN,Integrity
R_1jjquZBhUTBO8vc,Housing affordability,EN,Housing affordability
R_1jjtiiSOjxapBzc,Économie,FR-CA,Economy
R_1jk2MZvX0Buyywm,Taxes,EN,Taxes
R_1jkNVapTWZ38uGy,health care,EN,health care
R_1jkTitAtAjBd07X,LA SANTÉ,FR-CA,HEALTH
R_1jkVU0PcwGS93q7,Crime,EN,Crime
R_1jkdiz6Yyp4qA20,ecnomic,EN,ecnomic
R_1jl9OdAKLMQWXO7,Healthcare,EN,Healthcare
R_1jlFMdStsANW5C2,Environnement,FR-CA,Environment
R_1jlUH4KOYLunsA9,nothing,EN,nothing
R_1jlXEA5YxmEe4l5,Economy,EN,Economy
R_1jlbgWSLTfg4Isb,pandemic,EN,pandemic
R_1jlc2K3EY567aJS,Climate change,EN,Climate change
R_1jlfFeX6RPQpFXq,childcare,EN,childcare
R_1jlfsQ1G9WVCK5r,oudated electoral system,EN,oudated electoral system
R_1jm33KVoyGRnAgF,TRANSPARENCY,EN,TRANSPARENCY
R_1jm49N8ViCgopFi,Élections inutile,FR-CA,Unnecessary elections
R_1jm5QZRflLXzMoL,Trudeau must get voted out with a landslide,EN,Trudeau must get voted out with a landslide
R_1joCF3YzncjKVcJ,Crime,EN,Crime
R_1joJJtVIcFjF2kI,Housing affordability,EN,Housing affordability
R_1joXnkIMx3Nn6Am,Timing,FR-CA,Timing
R_1joZWkxoIDXvnsG,Cost of Living wages being raised for the disabled,EN,Cost of Living wages being raised for the disabled
R_1joZZmPYb1SKDoG,the environment,EN,the environment
R_1joy2fuSnX0wv2p,Vaccine mandate,EN,Vaccine mandate
R_1jpKQTik0dKUpXq,Healthcare,EN,Healthcare
R_1jpMii2Plx50k4N,Les gaufres belges,FR-CA,Belgian waffles
R_1jpPfyuyKCjy5Jj,Retour à l'économie,FR-CA,Return to the Economy
R_1jptrwWF7f4Jd45,Économie,FR-CA,Economy
R_1jptyBObMiG4nMN,Dealing with pandemic,EN,Dealing with pandemic
R_1jq8gBIk4QgMyQU,leadership & common sense,EN,leadership & common sense
R_1jq8lVsUPB78liu,L’environnement,FR-CA,Environment
R_1jqAmdDv0NJwR69,Santé,FR-CA,Health
R_1jqE7mz2uavPiK1,Housing market/prices,EN,Housing market/prices
R_1jqEfWGOGBKyQbl,Unity,EN,Unity
R_1jqQqAyrRBdrS0C,To see Trudeau ousted from office,EN,To see Trudeau ousted from office
R_1jqUgU2IXiBTuV2,Covid,EN,Covid
R_1jqXKObnEYGYInk,The economy and living,EN,The economy and living
R_1jqw76VwZVBcGPc,La santé,FR-CA,Health
R_1jr1wsgkJDCzt02,Environnement,FR-CA,Environment
R_1jrIHB8hcn14lbt,Covid,EN,Covid
R_1jrNaERBVi4CSLi,economy,EN,economy
R_1jrYILDqbod2pNq,Health care,EN,Health care
R_1jrcj20N1ucq1uV,La dette,FR-CA,Debt
R_1jrcjUoRNi7XSiR,Health care for seniors,EN,Health care for seniors
R_1js2F56Kg5O5oQp,Covid,EN,Covid
R_1js34xo3C15lCPN,Sante,FR-CA,Health
R_1juAHZdR0h5RsBb,Budget,EN,Budget
R_1juAwEik4dw176t,Human rights,EN,Human rights
R_1juJjVzsu8vn2tL,government spending out of control,EN,government spending out of control
R_1jvJklCqZvnHjd3,Economy,EN,Economy
R_1jvNWPh865x7lgh,environnement,FR-CA,environment
R_1jvlX9aIRDOeGF5,must keep on track with the covid-19,EN,must keep on track with the covid-19
R_1jvsGxFOi5UupU5,Losing my rights and freedoms because I don't want an experimental vaccine,EN,Losing my rights and freedoms because I don't want an experimental vaccine
R_1jvxbpNLNqKa32H,BNOT SURE,EN,BNOT SURE
R_1jvyWJthfZDi8rd,COVID,EN,COVID
R_1jwFmwjvC2sNFrW,Affordable housing,EN,Affordable housing
R_1jwdBvvtjkFM5Fi,Economics—everything from personal taxation to inflation to trade policies,EN,Economics—everything from personal taxation to inflation to trade policies
R_1jwijABSfsXAhcG,Economy,EN,Economy
R_1jwjH1SUkEM59UT,Climate change,EN,Climate change
R_1jwkcgBvrZekBy3,Cost of living,EN,Cost of living
R_1jwkf6IfUSYJxQ3,I have none,EN,I have none
R_1jwtI2yhv7sX1RS,"I want candidates to let me know that they will address the issues of precarious housing, corporate tax fraud and helping the indigenous live a more respectful life with more services offered to them.",EN,"I want candidates to let me know that they will address the issues of precarious housing, corporate tax fraud and helping the indigenous live a more respectful life with more services offered to them."
R_1jwvlNzkbcQG7Nd,Vaccines,EN,Vaccines
R_1jxNAdw5T6CrCSf,State of the economy/ housing prices,EN,State of the economy/ housing prices
R_1jxs0ZdwS3cP2of,Healthcare,EN,Healthcare
R_1jy2T2T7A29Jgvl,covid 19 response,EN,covid 19 response
R_1jybQXvyjxl3NM3,Housing affordability,EN,Housing affordability
R_1k05SPTa4oiar1E,Environnement,FR-CA,Environment
R_1k08DILa9zLEWUm,Crime,EN,Crime
R_1k0UPofT7gyn1BW,les armes a feu,FR-CA,firearms
R_1k0kdz9pwIGQD8e,La covid,FR-CA,Covid
R_1k0q0MvTrtHDTnJ,"environmental, lgbtq",EN,"environmental, lgbtq"
R_1k0rFxMxvAbhn0R,Vaccination,EN,Vaccination
R_1k1ffrnItFRxYJ1,"trudeau majoritaire,c'est son abjectif, le reste c'est secondaire",FR-CA,The rest is secondary.
R_1k1sjHewKC6HPPE,Stopping the lies and bullshit with this fake pandemic also stop government from stealing from us citizens to give to other countries,EN,Stopping the lies and bullshit with this fake pandemic also stop government from stealing from us citizens to give to other countries
R_1k1tzLNgefM6VNC,the budget,EN,the budget
R_1k1yJao1McbcEQ2,Covid Response,EN,Covid Response
R_1k20sPjKOi5XW7v,freedom of choice!,EN,freedom of choice!
R_1k20xFkqZ8EZahp,Trudeau gone,EN,Trudeau gone
R_1k2esQNe52SgXvY,Gestion de crise,FR-CA,Crisis management
R_1k2ntmODSPeerWz,Economy,EN,Economy
R_1kF7IUvyiLpWlEC,COVID pandemic,EN,COVID pandemic
R_1kF7LQ16JUA6GaC,Mental health issues,EN,Mental health issues
R_1kFGCvoOoQhnvWW,Lower taxes,EN,Lower taxes
R_1kFGjbsraHinp1p,Covid,EN,Covid
R_1kFSjqwGBHqz4Ra,Economy,EN,Economy
R_1kFTBnXbWpjobmc,"climat,revenu plus élevé pour les personnes de 65 et plus,rentes et pension de vielliesse pas assez élevé",FR-CA,"climate,higher income for people 65 and over,rent and old age pension not high enough"
R_1kFURNgbr3zMtzc,Fighting COVID,EN,Fighting COVID
R_1kFkJHwSQgIgARl,A stronger justice system and longer prison sentencing for serious crimes,EN,A stronger justice system and longer prison sentencing for serious crimes
R_1kFwwCrg93ZI26V,Souveraineté,FR-CA,Sovereignty
R_1kFzsxoxuZKMxtL,fighting racism,EN,fighting racism
R_1kG58QysD1cdWBv,None so far,EN,None so far
R_1kGHkVEajHq32Ga,Vaccine mandates,EN,Vaccine mandates
R_1kGOHuRVJHoUQYy,To elect the Liberals and to not have Erin O'Toole become our prime minister,EN,To elect the Liberals and to not have Erin O'Toole become our prime minister
R_1kGfIHL2L6r3JXl,Healthcare,EN,Healthcare
R_1kH1XccyrHQVIUM,our debt,EN,our debt
R_1kHBwq2kTUhtR5Q,Spiralling debt reconciled with need for services,EN,Spiralling debt reconciled with need for services
R_1kHRa2ntlC0LL23,Ingérence du fédéral dans kes compétences provinciales,FR-CA,Federal interference in provincial jurisdiction
R_1kHc51zz9jJ3jlw,Changement climatique,FR-CA,Climate change
R_1kHdxJdPuz4jWCS,Trudo,EN,Trudo
R_1kHycNqruRMJKZ3,nothing,EN,nothing
R_1kIHRuh1g4H8A05,Seniors health care and LTC,EN,Seniors health care and LTC
R_1kIdom7f72Sa7Dl,L'environnement,FR-CA,Environment
R_1kIky5UxRc9yqgL,Pandémie et environnement,FR-CA,Pandemic and environment
R_1kLFcCJH6JVAS8a,Seniors Care & Pensions,EN,Seniors Care & Pensions
R_1kLlAHfferKfvAJ,Environnement,FR-CA,Environment
R_1kM3rQn6smTwuNg,getting rid of Trudeau,EN,getting rid of Trudeau
R_1kMLDCTs5PeE6TY,extra taxes paid from Canadians,EN,extra taxes paid from Canadians
R_1kMM9E4s14evE3J,anti-vaxers extending pandemic unnecessarily,EN,anti-vaxers extending pandemic unnecessarily
R_1kNeP3D5cCdEvR0,Non,FR-CA,No
R_1kNx1CQbww2gptF,L'équité entre riche et pauvre au niveau des impots,FR-CA,Equity between rich and poor at the level of the tax authorities
R_1kO15EmzIjdakXC,What the government is going to do for seniors.,EN,What the government is going to do for seniors.
R_1kODkA2kkJgHqjs,Mandatory Vaccination,EN,Mandatory Vaccination
R_1kODrSoWIwVkM9M,Climate Change / Help for my Son's Autism,EN,Climate Change / Help for my Son's Autism
R_1kOkkBSOeiR0TAr,La corruption et la fraude au sain du gouvernement. Les employer du gouvernement devrait être blanc comme neige. sinon il devrait etre persécuté persécuté au plus haut niveau de la loi,FR-CA,Corruption and healthy government fraud. Government should use them as white as snow. Otherwise he should be persecuted at the highest level of the law
R_1kOlS0a3oWSThQV,government spending,EN,government spending
R_1kOmfoen9BO6Sw3,bien vivre,FR-CA,living well
R_1kRXzEb6zvRwD73,Cost of housing,EN,Cost of housing
R_1kRlN03yxaZuXG5,employment,EN,employment
R_1kRm8jM15gvj9sP,Education,EN,Education
R_1kS0MwiP1gwnGyy,firing trudeau,EN,firing trudeau
R_1kS5oybB5zck4L3,honesty of candidates,EN,honesty of candidates
R_1kS6I8qPYv8fCdr,Housing and wealth gap,EN,Housing and wealth gap
R_1kS6lh01HQAqZVQ,QUE LE PARTI CONSERVATEUR NE SOIT PAS ÉLU,FR-CA,THAT THE CONSERVATIVE PARTY IS NOT ELECTED
R_1kSRmNB0c68Kwis,Honesty,EN,Honesty
R_1kSUaKiSlxCIGFC,Healthcare,EN,Healthcare
R_1kSW1YLD8uivnEG,Housing affordability,EN,Housing affordability
R_1kSqQXwmcdkJxJW,affordable housing,EN,affordable housing
R_1kSsxyik9ILTgfa,un peu plus d'attention aux ainés,FR-CA,a little more attention to seniors
R_1kT6i0umMDpV1sM,Global warming,EN,Global warming
R_1kTU6M72PFOSQq3,Benefits for seniors,EN,Benefits for seniors
R_1kTaRtm2l5eDnEl,La planète,FR-CA,The planet
R_1kTeSMPrkq8J81C,Daycare,EN,Daycare
R_1kTuLUrO3XWfaaQ,social equity,EN,social equity
R_1kTvgsQ8OihvDtR,Health Care,EN,Health Care
R_1kTxUOUfWinhHHm,Santé,FR-CA,Health
R_1kUDjpRBRyif1zt,Use of government spending,EN,Use of government spending
R_1kUKi97uAiuARw2,COVID-19 response,EN,COVID-19 response
R_1kUOUDZeKu5JXKI,Affordable housing,EN,Affordable housing
R_1kUeqZePHRjb8Sf,Environnement,FR-CA,Environment
R_1kUg070Fq2bOFdy,economy,EN,economy
R_1kXDn2zgF0VGHb6,Indigenous reconciliation,EN,Indigenous reconciliation
R_1kY0IiPA6uDlXPe,Economy,EN,Economy
R_1kY0O5iFko5HLl6,Voter reform,EN,Voter reform
R_1kY9qCmLIB8LxRm,Lower food costs,EN,Lower food costs
R_1kYUksfxP5GioQA,The environment,EN,The environment
R_1kYW04ZBf1qIMbP,"Long Term Care reform. No more large privatized for profit corporations - Extendicare, Revera, Chartwell. We MUST protect the most vulnerable of our seniors. .",EN,"Long Term Care reform. No more large privatized for profit corporations - Extendicare, Revera, Chartwell. We MUST protect the most vulnerable of our seniors. ."
R_1kYawlQQpXO6nIW,"Passeport vaccinale, gestion de la pcu",FR-CA,"Vaccine passport, pcu management"
R_1kYcfMoOy0L2aJI,Pouvoir et nous plus dans le trou,FR-CA,Power and us more in the hole
R_1kYsln7p4q0iK0W,La qualite ds les hopitaux,FR-CA,Quality of hospitals
R_1kYtTn68uFWKmNL,Protecting the health of Canadians,EN,Protecting the health of Canadians
R_1kZDle4EJ1QMz6d,Equall opportunity,EN,Equall opportunity
R_1kZJzCCq2Rp2Zak,La santé et l’économie,FR-CA,Health and the economy
R_1kZU08CHsv1Vh17,jobs,EN,jobs
R_1kZgc9QuraqB1rk,Housing,EN,Housing
R_1kZjf4XMLthmBIg,The Economy,EN,The Economy
R_1kZk93hEdYtMQEa,The pandemic,EN,The pandemic
R_1kZwj7Fu5WVZ1EK,Santé,FR-CA,Health
R_1l03scteUecUoUV,High taxes,EN,High taxes
R_1l0E5OUHKizvYaB,Mitigating the vaccine process across Canada and combatting Vaccine Hesitancy.,EN,Mitigating the vaccine process across Canada and combatting Vaccine Hesitancy.
R_1l0IM8PWakwNL4A,la pandémie,FR-CA,Pandemic
R_1l0JT8x1CP994FM,Démontrer que cette élection n'était pas nécessaire en élisant à nouveau un gouvernement minoritaire,FR-CA,Demonstrate that this election was not necessary by electing a minority government again
R_1l0Ke1OXCPH1eHA,L'environnement,FR-CA,Environment
R_1l0gWhzfdswys9m,Health Care,EN,Health Care
R_1l0mwiocdE7Dqh7,Covid 19 passport,EN,Covid 19 passport
R_1l0ndiQs30SKqX7,Les dépense inutiles,FR-CA,Unnecessary expenditure
R_1l3LCr4ml9cVfFL,Economic recovery,EN,Economic recovery
R_1l3PHLrAwpIY8oj,"I’m bothered by a pandemic election.  I’m concerned with policies that I will find but never benefit from.  I want consistency for all Canadians,",EN,"I’m bothered by a pandemic election.  I’m concerned with policies that I will find but never benefit from.  I want consistency for all Canadians,"
R_1l3SNEYfiCKShMc,comprehensive Med/dental,EN,comprehensive Med/dental
R_1l3mIcLDh4X4kJo,Covid 19,EN,Covid 19
R_1l3nY9ULGdtrqu1,Économie,FR-CA,Economy
R_1l3sFssd6a2IZpw,pandemie,FR-CA,Pandemiary
R_1l3udDjO8UhGcet,Unemployment,EN,Unemployment
R_1l44f30OVEPZoEr,accountability,EN,accountability
R_1l47URjEk4ZxDCD,WHERE IS ALL THE MONEY GOING TO COME FROM????,EN,WHERE IS ALL THE MONEY GOING TO COME FROM????
R_1l4V2ZCqz16Lk7g,Mental health,EN,Mental health
R_1l4cpbskr9Uq6gF,economy,EN,economy
R_1l510uRrrln2OxT,Economie,EN,Economie
R_1l5EReGAs861BzQ,Economy,EN,Economy
R_1l5GpGLYEOY7b9O,increase taxes on the rich and corporations,EN,increase taxes on the rich and corporations
R_1l5Z0hCP67NvhKj,Covid-19,EN,Covid-19
R_1l5kELbEeDoWNNA,Environnement,FR-CA,Environment
R_1l5liU3e05D5aGX,How little seats alberta has,EN,How little seats alberta has
R_1l63K948C3ghusl,"covid rules, post secondary loans",EN,"covid rules, post secondary loans"
R_1l684oYzuwVflpN,Pénurie de main-d’oeuvre,FR-CA,Labour shortage
R_1l68jp2gkzfcBFh,"economy, inflation",EN,"economy, inflation"
R_1l69H3zcdWSm7mv,Spending,EN,Spending
R_1l6JQYlA2VsVTV3,Climate action,EN,Climate action
R_1l6QYGsN1rM89z5,Housing,EN,Housing
R_1l6RBjNTu3vFOWa,Climate change,EN,Climate change
R_1l6T5IjibuK27j4,je sais pas,FR-CA,I don't know.
R_1l9QcWOwvIHEKrj,our countrys debt,EN,our countrys debt
R_1l9TMq9FTZ6vZTz,Respecter les compétences juridictionnelles (provinciales),FR-CA,Respect jurisdictional (provincial) jurisdiction
R_1l9pkHJ0Vd73nVd,que le partie libéral perd,FR-CA,that the Liberal party loses
R_1l9wRf0knWN6SRo,Political promises not kept.,EN,Political promises not kept.
R_1lAUzX6nbOWU7R2,nothing,EN,nothing
R_1lAbiEphyfY8a0c,Système d'élection ministérielle,FR-CA,Departmental Election System
R_1lAiSLZYsnX4HJT,Economy,EN,Economy
R_1lAlIUTnXKccF65,Economic stability,EN,Economic stability
R_1lAlOk7nl3MqqK2,Reconciliation with First Nations,EN,Reconciliation with First Nations
R_1laCkWs1axpCA97,Decreasing the gap between the fortunate and less fortunate citizens.,EN,Decreasing the gap between the fortunate and less fortunate citizens.
R_1laDfpvYVGvqNa8,The dishonesty and entitlement of our current elected government,EN,The dishonesty and entitlement of our current elected government
R_1laGlVBx98yk17E,Getting rid of Trudeau.,EN,Getting rid of Trudeau.
R_1late3cRvm6Lx94,Covid management,EN,Covid management
R_1lbDv6khRAHl88h,Security in the future,EN,Security in the future
R_1lbKJk3jiWvSrNm,ECONOMIC RECOVERY FROM PANDEMIC,EN,ECONOMIC RECOVERY FROM PANDEMIC
R_1lbLYRjCfw2sLQl,Deficit,EN,Deficit
R_1lbLw98SNlFQhYK,LIBERTÉ,FR-CA,FREEDOM
R_1lbYJ5XOgOE7xIk,pandemic safety,EN,pandemic safety
R_1lbfzB6LMkf1ciK,Climate change,EN,Climate change
R_1lbmxgG9uM4VAHo,Covid,EN,Covid
R_1lbocRLQ9qAcstQ,A government that with be ethical in all respects,EN,A government that with be ethical in all respects
R_1lc4OsGabb9IZ59,-99,EN,-99
R_1lcJIDNIUdnHgYo,Transferts aux Provinces,FR-CA,Transfers to Provinces
R_1lcK6sjOes1Ik7h,Covid,EN,Covid
R_1lcaFE4lxRneFb3,Employment for my adult children,EN,Employment for my adult children
R_1lcbRVKN9YzfJV7,a plan to fight covid 19 and preparation for future pandemics,EN,a plan to fight covid 19 and preparation for future pandemics
R_1lccBiZZftOYg7H,Climate change,EN,Climate change
R_1lcs00KDv8PKxzo,Économie,FR-CA,Economy
R_1lfBaM3hpZKNLFS,HEALTH CARE,EN,HEALTH CARE
R_1lfOarRUoTQ2GwA,Covid,EN,Covid
R_1lfTAFqd86jGNu3,la pauvreté,FR-CA,Poverty
R_1lfwDBYSnnzsiOD,Les relations fédédrales- provinciales,FR-CA,Federal-Provincial Relations
R_1lgEvaFvwRRGXzi,Emvironnement,FR-CA,Environment
R_1lgTAE74ELNM96x,Ecologie,FR-CA,Ecology
R_1lgUIikh1EK6mqr,taxes,EN,taxes
R_1lghxW3U1pPDSxf,Éducation,FR-CA,Education
R_1lglV9jYMZw3ldP,Climat,FR-CA,Climate
R_1lgxmvJFxAHO6gO,"Health care, pharmacare and covid",EN,"Health care, pharmacare and covid"
R_1lh58rXvaePsneF,Studios su,EN,Studios su
R_1lhFsXPT75Xz2It,Climate change,EN,Climate change
R_1lhLefKUna7UG9F,,EN,
R_1lhOeqI5KOlL9D1,Santé mentale,FR-CA,Mental health
R_1lhgPoFQqY9E3O9,environnement,FR-CA,environment
R_1lhmIOt2izFRIbE,Affordability,EN,Affordability
