cps21_ResponseId,cps21_imp_iss,Q_Language
R_1KiFFC7f1rAZXuK,access to health care,EN
R_1KiLQbqCpPU8hPe,Handguns being banned in Canada.,EN
R_1KiQB5McCvbf3sU,Holding onto our Democracy.,EN
R_1KjLLAhptNdtCXM,nothing,EN
R_1KjcBzAw297c5bX,Climate Change,EN
R_1KjdDzMIqnQyLFg,Disabled individuals deserve to not live in poverty.,EN
R_1KjqMATWFYkWi49,-99,EN
R_1KjvbBbi6z3TBRR,droits humains,FR-CA
R_1Kk8TXWogne75Mu,climate change,EN
R_1KkGaJpSqwtyFT9,Personal rights (women’s rights and the rights of the LGBTQ community),EN
R_1Kka4dDJwBZvhgp,Keeping the liberals in power,EN
R_1Kkhp3UIEo5VxCV,Childcare,EN
R_1KkyXE4Fuo4TiAX,Climate Change,EN
R_1KlIBwJdCnlufQ4,Covid-19,EN
R_1KlIOgV5ItdKmh5,assistance aux personnes âgées,FR-CA
R_1KlielJGZTjA44i,Climate control,EN
R_1KpsqAsyb2U9yx1,Deficit,EN
R_1KqLPffl6rWetoQ,Proper care of the elderly,EN
R_1KqMjFA0i2VjIJe,santé,FR-CA
R_1KqWtjUuGSEaV1S,Equality,EN
R_1KqZos2wgm8yl3m,money,EN
R_1KqlF5jF403JJDA,Government spending,EN
R_1KqmY62ZQVq4X7A,"To have a Government that addresses the issues of global warming, economic improvements, Covid-19.",EN
R_1KqoTAGfrE0FuG6,debt reduction,EN
R_1Kr6uJIhoAmyUoL,Electing a government that has the best interests of all Canadians as its core values and is not answerable to lobbyists and supporters with vested interests in Communist China,EN
R_1Kr8lVhxBOpvQ05,Increasing health care coverage,EN
R_1Kr8rf25CgQs2nI,affordable housing,EN
R_1KrOBI1zrz6UQJX,Economie,FR-CA
R_1KrUba9HyScuoGv,The managment of the country as a whole.,EN
R_1Ksc7AGPE1SAkW9,How the accrued deficit from the pandemic will be repaid by taxpayers?,EN
R_1KscdJnfNWOkWfx,pandemic,EN
R_1KseQl36guwjGBH,Planet,EN
R_1Ksg7v5pvLfVSKe,A guaranteed basic income,EN
R_1KuOfoK8V3KMkVI,Covid,EN
R_1KuOzVxEYQGfRjg,Senior benefit,EN
R_1KuRkrjjc5Am6tk,Health-care,EN
R_1KuRvKu0mfjE5d2,getting rid of trudeau,EN
R_1KuT5euCVRewkeI,Covid-19,EN
R_1KvE036VUrDEqqH,Affordable housing,EN
R_1KvVpn4KwxK0Q8i,Economy,EN
R_1KvWjp7iIwd9rP2,Costs government spending,EN
R_1KvcgbrcdDN5mfT,Nothing,EN
R_1Kvd0CzRQe0d57G,transition énergétique,FR-CA
R_1Kw2S3Uc9QNEQ9B,Economy,EN
R_1KwBKwwe5Nrgc8X,L’économie,FR-CA
R_1KwNm5L4KyAWwWJ,Climate Change,EN
R_1KwoKf4zXmqhFs1,-99,FR-CA
R_1KwrcqfNGWAYBQR,HEALTHCARE,EN
R_1Kx3rktaX3WaWg9,Les services de santé,FR-CA
R_1Kx7LaSvvnxbSF6,"Removing lockdowns, masks and vaccine passports",EN
R_1KxJNHKrsaCk1qp,Affordability,EN
R_1KxPAuoam5PKs4L,Economie,FR-CA
R_1KxquRor8IRzaP9,Finances publiques,FR-CA
R_1Kxrlk9hQ2EgtB1,Réduction de la dette,FR-CA
R_1KxvCTZyKCmWD94,health care,EN
R_1Kxx165VWsL8x87,climate change,EN
R_1KxyiNTirYEARgt,There shouldn't be having an election during this Pandemic.,EN
R_1KyeEUGaXSCANeO,Immigration,EN
R_1KykBD2v0QpOP6F,POLITIANS WHO HOUNOR THIER PROMISES,EN
R_1LA2L4p6ZCXaNz0,Environment,EN
R_1LALhzn7EdgBHUX,Not sure,EN
R_1LAPpdPRkDerMls,economy,EN
R_1LAR4cXGhMzoOyw,"Il y en a plusieurs ... santé, ...",FR-CA
R_1LATuzKbT9ygWJk,Health care,EN
R_1LAkF2mn1vDJB85,Environment,FR-CA
R_1LAneRu3J2k4hBH,Taxes,EN
R_1LB7pGpeQ8G8rBy,La planète,FR-CA
R_1LBDkk6Hi3rRjzI,Rebuild the economy,EN
R_1LBUwAEMjYxe5oV,hate carbon tax,EN
R_1LBY5FQyx3Rbxl7,Covid,EN
R_1LBalfYii1Huax2,COVID,EN
R_1LBbnt4De9ERGJX,Covid,EN
R_1LBddbAiE1qbZtK,"La réélection des libéraux malgré le fait que je suis québécoise indépendantiste... Question de stratégie, j'ai calculé que je pouvais pas voter pour le Bloc car cela permettrait aux autres partis et plus particulièrement le PCC de se faufiler....",FR-CA
R_1LBiMRRvfvbd6ne,COVID is controlled and Stabilizing the economy,EN
R_1LCBa7J4r84tdya,le déficit fédéral,FR-CA
R_1LCIWAERaFKBBKg,The pandemic,EN
R_1LCLrjLbWmILxZr,not sure yet,EN
R_1LCo65xPxtZvtHU,Le secteur de la santé,FR-CA
R_1LFJyWoCqGIM76e,Wages,EN
R_1LFMr6lDPBSbHkA,Economy,EN
R_1LFPThn33pNopuD,Qu’on reconnaisse le Québec à sa juste valeur.,FR-CA
R_1LFls37y8QScYsE,Immigration,EN
R_1LFmfYlOUDhECfu,A party who is against mandatory vaccines,EN
R_1LFpOTzhiy205ZG,the gas pipeline,EN
R_1LG1O1qjDb4aZBy,healthcare,EN
R_1LG712kdgwdm7MS,Economic stability,EN
R_1LGNClz9aeZfnhS,global warming,EN
R_1LGPys33iapkgL6,"La sante, lenvironnement",FR-CA
R_1LGQO9gBKMSKaFg,The debt.,EN
R_1LGSt5VW8hWYw0f,That we continue with Covid protocols,EN
R_1LGU12y5bTgiexF,Cost of living,EN
R_1LGUXt9XUdZYiAR,Covid 19 pandemic,EN
R_1LGW89WBKBClbUW,Universal Basic Income,EN
R_1LGdBrvZFQTgOEQ,La reconnaissance du Québec comme peuple fondateur du Canada,FR-CA
R_1LGqM7gpZ4f1Po8,L'équilibre budgétaire,FR-CA
R_1LHIsjWpcH747WY,Healthcare and poverty,EN
R_1LHUMDIn8lpaaP9,universal basic income,EN
R_1LHdZgiQVxgH500,Democracy,EN
R_1LHfP9WqVXuTkdA,L'endettement du pays,FR-CA
R_1LHvsciqBjiD0xe,Health Care,EN
R_1LIE4oUsaHcNbSj,COVID-19,EN
R_1LIKXU4wIPwDHSf,Taxation and having the government living within its means.,EN
R_1LILsXLDCqdrDNd,government spending,EN
R_1LINZj5meg627Hr,Les finances publiques,FR-CA
R_1LIOjWEHk2fcdlS,corona,EN
R_1LIoYur2AoRp51Y,affordable housing,EN
R_1LLm84C0V2mH8It,Environnement,FR-CA
R_1LMAfakoXENRNXX,I personally feel the economy is the most impratant issue in this federal election,EN
R_1LMBRLK7ELNmfJl,Healthcare,EN
R_1LMNGqu7T7V65Nq,Integrity,EN
R_1LMWo7PXfX4OEyK,Housing Prices,EN
R_1LMbmm1RKMI5yEJ,Santé,FR-CA
R_1LMeJnBTUU6W8Px,Debt,EN
R_1LMgjkfddXayvKi,What the people need,EN
R_1LMq6uvnIOY2iCK,Pension retraite,FR-CA
R_1LMyXBKV1jb1v9y,childcare,EN
R_1LNFnAabkj3D0S3,hdfg,FR-CA
R_1LNJYAesEBCTq89,No comment,EN
R_1LNL8w0YyvzETwI,Deficit,EN
R_1LNeieyriRs5QlU,Getting rid of Trudeau an getting this country moving forward again.,EN
R_1LNyfPRxJ8A29MV,La dette,FR-CA
R_1LO0wbDuZPksQkK,Covid-19,EN
R_1LOPJnnKghNkaSe,emploie,FR-CA
R_1LOPK139T40WjbU,the federal Deficit,EN
R_1LOQXBZJgQTmPsl,Relance de l'économie,FR-CA
R_1LOspjLHPFbG8Mg,Getting rid of trudeau,EN
R_1LOtV2lheprfFev,Changer les choses,FR-CA
R_1LOwInkWuzMXBow,Santé,FR-CA
R_1LRIlnGVimxXS1J,health care,EN
R_1LRJAPc6QLNSoDU,"Climate change and the effects it will have on our economy, the environment and our society",EN
R_1LRTVgB26vJAG2K,income equality,EN
R_1LRsWStdPFYk8nj,The economy,EN
R_1LRwqGH3P8X6K9C,healthcare,EN
R_1LS8zLdBiQCJECB,Jobs,EN
R_1LSQwvALNWtjRl0,Health care,EN
R_1LSRGLGb4mUUHo1,Les changements climatiques,FR-CA
R_1LSbFJjJbDwRIts,Immigration,EN
R_1LScOQtXBuFB3TD,Économie,FR-CA
R_1LSgHHOFD4qAzzz,le financement du 3ème lien Québec-Lévis,FR-CA
R_1LSyubHxZyuJJgm,To listen to what the people of this country actually want and need.,EN
R_1LT3uAJQ1FKZ5pe,Poverty,EN
R_1LTZBvJZGvpu6MP,Représentativité su vote,FR-CA
R_1LTgpq2NHVprx5W,Environnement,FR-CA
R_1LTmIjLyJEpxwJG,Pandemic,EN
R_1LTokJdZMkE7cWD,ENVIRONNEMENT,FR-CA
R_1LUQFmWpf21I9Da,Economy,EN
R_1LUTKub6rgcosLx,Making sure ballots are legitimate.,EN
R_1LUTXCV7fueKYwI,Changement climatique,FR-CA
R_1LUzyJVKtE1KCft,Trudeau is still in power.,EN
R_1LVvmwODcW3sScx,NEED TO GET RID OF COVID TO REOPEN THE ECONOMY,EN
R_1LXn4QNqAxnZaJs,Wealth disparity,EN
R_1LXuFX71afSch9F,Transfert en santé,FR-CA
R_1LY87HL2t4GzK8d,Santé,FR-CA
R_1LYG1NiVNsVF39i,loss of my freedom and ability to make my own decision,EN
R_1LYHohjr4IuCuYj,COVID,FR-CA
R_1LYSDWMcBu4j4BG,The Covid-19 Pandemic,EN
R_1LYUB8uwH9zMEIQ,-99,EN
R_1LYUSpa7wyobwa4,Childcare,EN
R_1LYjE5qa28HiCCS,Healthcare,EN
R_1LZ0qG33OA97bso,Un gouvernement majoritaire,FR-CA
R_1LZ0wMj6iZgxuaV,Discrimination and the indigenous community,EN
R_1LZ1qN2cj9nnRG0,Environnement,FR-CA
R_1LZ6xJC9Dg4RaGb,La pandémie,FR-CA
R_1LZPtmnk6QcwYvu,Healthcare,EN
R_1LZnvPpt5Q6Rtsk,l environnement,FR-CA
R_1LZpjrx70RiJujW,Santé,FR-CA
R_1LZqleBgeysz1In,NO ISSUE,EN
R_1LZtYGP8Wg8ggtu,the economy and NOT taxing primary residences,EN
R_1Lb2KTDN9bth4lT,COVID policy,EN
R_1LbMiGjaXsMCpEr,Vaccine requirements,EN
R_1LbMzL2T02TfTZY,The economy and how to get it back on track,EN
R_1LbOWwSVeYoiyGQ,climate change,EN
R_1LbR9i6IukadH4F,Renting,EN
R_1LbVkqFH66I6JjW,le respect des minorités DONT LES FRANCOPHONES!,FR-CA
R_1LbaLsNTERRXAIP,economie,FR-CA
R_1LbdeUepvVEBVWG,Refugees,EN
R_1Lbdh7wuoGkcLQh,Integrity,EN
R_1LbewXozrGDsjQ5,indigenous//womens rights,EN
R_1LbtELeL6ncTVq0,La reprise economique,FR-CA
R_1LcCUHRwp9UtLNn,Respect des juridictions,FR-CA
R_1LcEa8w0UVlkMF1,Upholding the charter of rights,EN
R_1LcGuhMt8Fz3uQX,-99,FR-CA
R_1LcIGVn6tAHOyNq,ECONOMY,EN
R_1LcUUN0jH1YHu31,Canadian health system,EN
R_1LcXzkkt7BWjctv,Get rid of the moron in charge,EN
R_1LcdZQewD3GQrB1,Healthcare - including mental health.,EN
R_1LcmOCh4FjhOXqr,Realistic budget,EN
R_1Ldl47Y2Hy4E78e,Environnement et changements climatiques,FR-CA
R_1Ldm4DVT3YzhmS0,That the less vulnerable get a basic income. They don't have enough to live off of especially people on odsp,EN
R_1LdrXtgcjvN9UxB,Budgets,EN
R_1LdselPCSciGUSo,LES IMPOTS,FR-CA
R_1Le4iHkKenHp9Ad,The economy,EN
R_1Leg9MDLw1s6TIT,Covid,EN
R_1LesYFQ21jaxeBd,Honesty,EN
R_1LetpRIsEBTmu1v,"Covid Plan to lead to better health for all, economy and get back to business of running Government of Canada",EN
R_1LewsS2VTID75Ew,pouvoir faire confiance en nos politicien ce qui est rare,FR-CA
R_1Lh6ZeaHganaClg,Interests of western Canada being recognized,EN
R_1Lh7DruNKwbVekm,Morals,EN
R_1LhEwaNPSTi3fFU,"Le réseau express de la capitale (3e lien, tramway de Québec)",FR-CA
R_1LhQhzvMtkICSdY,cost of living,EN
R_1LhTSUqj05QwcyT,Childcare,EN
R_1LhVjTbRao8KqV2,Immigration,EN
R_1LhbKSNNaf2u43c,Je trouve que cette élection est ridicule elle n'a aucune fonction,FR-CA
R_1LhrWCr1XkYTxOO,Affordable Housing,EN
R_1LhwyfD3mdgzyoQ,Climate change,EN
R_1Li15lwgts7Izh7,Cost of Living,EN
R_1LiCB90kdmPjIqi,COVID 19,EN
R_1LiFuSV8PExOdGQ,Child care and child benefits,EN
R_1LiK1cgZ5PGCWaj,No work and and our medical sucks the government is an idiot the only one making Moni makes me sick I'll never vote for anyone of them,EN
R_1LizY9g8uAZdIR7,La reconnaissance de la nation québécoise,FR-CA
R_1Lj3sP3AEZL5QfO,Controlling Covid,EN
R_1LjJz69l3Nq14GX,climate change,EN
R_1LjPqNy9Uc7PYe3,heathcare,EN
R_1LjQIhXWGbAQ0Ox,Environnement,FR-CA
R_1Ljkq4SUXzpxZJ1,Pandemic,EN
R_1Lk650Rzb863uEQ,Government,EN
R_1LkAOqWQCXE6HMN,Health care,EN
R_1LkGbY77v4qqTUq,Reprise économique,FR-CA
R_1Lkhf3sgKBg2R9H,Health care system and the Covid-19 issues,EN
R_1Ln8qeKg1551Ng6,Environnement,FR-CA
R_1LnRsfKnFsl2vSD,Health,EN
R_1Lne2aXz2QBeU8M,Clean water for ALL who live in Canada,EN
R_1Lnh3r9CxnkdgLr,i DONT KNOW,EN
R_1Lo4UnVQ31nUtxP,Taxation of the one percent i.e. corporations and the wealthy,EN
R_1LoCAGOEjKpQgvy,Covid,FR-CA
R_1LosNQ1tYXF0RfG,L'environnement,FR-CA
R_1Lp1U5I8QhAfliO,climate crisis,EN
R_1Lp5WU6zpvMqPDP,Native rights and access to clean drinking water,EN
R_1Lp7nXSuLIMWJQ7,taxes,EN
R_1LpbR6STkGd0yKo,Covid,EN
R_1Lpwy7IBSO87wYm,Economy recovery from COVID and more breaks for low to middle income people,EN
R_1LqebwRSii0xgrR,Vaccine mandates,EN
R_1LtGhLbcJqkJkav,Rescue package to save CANADA  instead of selling CANADA down the tube,EN
R_1LtKb6fAcMlD3n5,Post Pandemic recovery,EN
R_1LtKdfIfRz8dxa9,d'avoir une personne qui travaille pour les quebecois,FR-CA
R_1LtUrpD1jJOnbsG,Health care funding,EN
R_1LtbjJBZkWZzLES,Je ne sais pas,FR-CA
R_1LtfJ35mOQfgqBe,Human rights,EN
R_1Lthmnlbp0Z1DoG,curing the epidemic,EN
R_1LtyFCeTun0Teu9,economic recovery,EN
R_1LtzRCTdDS5XtvM,Climate change,EN
R_1Lu1VbL2xruJ525,Health care,EN
R_1Lu7myZB0HFxJMX,Treatment of seniors,EN
R_1LuNLMGA8pvPBHG,However forms the next government they must do what they say including first past the post must end!,EN
R_1LvD7bainiRtguu,climate change,EN
R_1LvY33UFxopaj9w,Jsp,FR-CA
R_1LvZaxJ6udBCTDz,Disability benefits,EN
R_1Lvdfe6s4BsyLZp,Climate change,EN
R_1LvuSGFpmlglOPz,Climate,EN
R_1LvufHaCnk9rDph,Ensuring the Conservatives do not get back into power.,EN
R_1LvwfqRVOFzkxjc,Travel restriction,EN
R_1LwLYV4LYAqh9pm,AUCUN,FR-CA
R_1LwyIpJQEvf9yM5,Cost of living,EN
R_1LzIfSGfuHdzKZL,covid19,EN
R_1LzWZKY4GRp0lNx,Human rights,EN
R_1LzYMBCSjnGITZi,democracy,EN
R_1LzjILmo7x3yHsR,environment,EN
R_1Lzok5Ibo15UHae,Les inégalités sociales (davantage mises de l’avant par la pandémie),FR-CA
R_1LzpL8JedmJNK9u,COVID 19,EN
R_1M0TJ8TG8uC3DoO,Get rid of Trudeau before he destroys the country with his stupidity,EN
R_1M0eKfTEDfGJ4T7,économie,FR-CA
R_1M0emjIkfKu6uN8,Climate,EN
R_1M0pZtQ1Ax2bi2O,Party I want to vote for must support Israel.,EN
R_1M0zcY4ORAiKfZE,doesn't matter they all lie,EN
R_1M3TCOUBOTWcfm5,how my/canadian's taxes are being spent,EN
R_1M3XHAXs3MxB2YV,lack of real candidats,EN
R_1M3fvvBKH7gCZMJ,I feel we have a creme puff in charge and get's walked on a lot  No starch,EN
R_1M4CIqtafsTYzWO,Accountability,EN
R_1M4aMKNuEDpOC57,Why it was called in the first place,EN
R_1M4bTOgjhy0L0xV,Healthcare (NOT privatizing it),EN
R_1M4ldJtrBsJ3tWq,Maintenir les programmes d'aide aux familles,FR-CA
R_1M4zSAibQi4of8h,Covid 19,EN
R_1M50fj8u3fN0a66,Bad,EN
R_1M54Tb8AtHmk9ta,Impôts,FR-CA
R_1M5JFofChpgk9Bx,lack of affordable housing,EN
R_1M5kT0zS70nPvkG,Climate change,EN
R_1M5oygJHq3tiIL3,education,EN
R_1M5vezSX1z1zOWZ,Santé,FR-CA
R_1M6VTkiD29KmDH8,Getting rid of the liberals,EN
R_1M6cAkj6cREAMLr,Environmental issues and concerns,EN
R_1M6fU4uWN6ijTv3,Health care,EN
R_1M6t9qHhpS1HgYP,Santé et environnement,FR-CA
R_1M6u8KSNTXzfuDw,Family,EN
R_1M6xCjVaNAJQ8j1,La santé,FR-CA
R_1M70lwkN5N5iL8z,Mandated Vaccines,EN
R_1MHSzENnIPZmtA5,Economy,EN
R_1MJJkd9MFGJh71x,Le changement climatique,FR-CA
R_1MKdYvT1amZhvah,Climate change,EN
R_1MLCpw0IizHWNfI,"Qu'ils veulent empêcher des gens de travailler si ils refusent de se faire vacciner. Obliger à faire quelque chose qu'on ne veux pas faire sous des menaces. La majorité des travailleurs ciblés dans ce projet de loi, ont tous continués de travailler en prenant des précautions et il n'y a pas eu d'éclosions dans ces mieux de travail.  D'autant plus que les voyageurs vont devoir etre vaccinés et montrer des tests négatifs. Alors que ça fait des mois, que nous sommes en contacts avec eux et qu'ils n'étaient pas vacciné ni n'avait besoin de montrer des tests négatifs.  Ils ouvrent les frontières mais vont faire perdre des emplois à des travailleurs qui n'ont pas lâchés durant les périodes difficiles et encore plus contagieuses car nous n'avions rien pour nous protéger. On ne pouvait même pas refuser un voyageur malade. Maintenant, on peut le faire.  Dans les fonctionnaires de bureaux, ils n'ont qu'à garder leur distance, leur masque et se laver les mains, au besoin mettre des gants. La liberté de choisir ce que l'on veut pour nous et pour nos enfants, c'est TRÈS important.  Si on préfères ne PAS aller dans les activités comme resto,quilles,cinéma, concert,spectacles, etc..   pour ne pas avoir à se faire injecter un vaccin dont on ne veut pas,  ben, on est prêt à le faire.  Ça fait tellement longtemps qu'ils nous mettre en confinement, on s'habitue. Pour nous,  c'est clair qu'un parti politique qui maintient qu'il va obliger les travailleurs (tsé ceux qui ont le coeur de travailler, de payer des impôts, des taxes,etc) à se faire vacciner et ce, sans égard à leur choix personnel.  Ils ne doivent juste plus être au pouvoir.  C'est le temps qu'ils quittent car ils sont en train de diviser les familles, les collègues de travail, la collectivité. Ils emmènent de la discrimination sur des choix personnels, sur des informations médicales confidentielles, etc.....  et ça va être encore pire si ils veulent le faire au moins de 12 ans. Dé",FR-CA
R_1MLF01910L24icJ,Le Québec,FR-CA
R_1MLJt0OXW6DoPKl,Les changements climatiques,FR-CA
R_1MLPw6ZlSIeB1ua,Pandemic financial support,EN
R_1MLguj00MH2eawo,Impôt,FR-CA
R_1MLhGvZMrfgVtd1,Healthcare,EN
R_1MLhP3VloNS8NQh,Health,EN
R_1MLj85fZZr3QJ52,l'environnement,FR-CA
R_1MLkjgnv9RkrJdE,Covid vaccinations,EN
R_1MLpbXLQ9Gw9RwB,"Housing, child care, helping the indigenous communities",EN
R_1MM4YdQjcCTrGQ2,Human Rights,EN
R_1MMQBUWhQ8L0g3M,Climate Change,EN
R_1MMWcud6NziHTBw,Housing,EN
R_1MMcFmInY8lOkTY,Climate change,EN
R_1MMuFDCVO6EfDrj,economy,EN
R_1MNaBgbuZFXoyUM,immigration,EN
R_1MPLBuHp5gLdX1E,Affordable housing,EN
R_1MPRhOH0khHGb1W,The federal government issuing an internationally accepted COVID vaccine passport,EN
R_1MPsjzUbB2UpQuB,I do not see any party having the kind of leadership to take Canada into a better place.,EN
R_1MQJHVnzRFI9DbY,response to covid,EN
R_1MQUe5zDos5WlOu,les transferts en santé,FR-CA
R_1MQaP6vLAPJaciZ,taxes,FR-CA
R_1MQjhvxIwnt89hQ,the debit!,EN
R_1MRLZz1y19Xm96I,COVID-19,EN
R_1MRODk6dAL5p1Zj,Education,EN
R_1MRORmTKdT6LO0U,Transferts en Santé,FR-CA
R_1MRQFKG4lUfH4QH,to put the right candidate for the position,EN
R_1MRSflyhzCSxVzy,"Future Plans, directions on Health",EN
R_1MRlAM84IcxBhni,seniors,EN
R_1MRq8AGnXGLCoC4,Affordable housing,EN
R_1MRuy080aYVq9tj,Employment,EN
R_1MS5ihpxXSSICv8,good,EN
R_1MSPKPiCm47sVM2,Indigenous Reconciliation,EN
R_1MSRkjFKtZZPlGp,L’économie,FR-CA
R_1MSZde1xQ1PyYTa,L’économie,FR-CA
R_1MSsOXQUTD2TkM7,Economic recovery,EN
R_1MSt05moVPsclfX,covid,EN
R_1MSv6LJd7ImgYGo,Economic recovery from covid-19 pandemic.,EN
R_1MTi42raP4QSEFQ,Lack of integrity in the current PM,EN
R_1MTpCJficKrWc0x,seniors,EN
R_1MVZ1zohxR6vPnv,revive the economy,EN
R_1MW1yGRT1OdbBN7,War,EN
R_1MWAUj78qMBIjfI,Increased separation between rich people and corporations and the poor,EN
R_1MWEPJ5W63G0W2j,Pandémie,FR-CA
R_1MWFyRw321Q3Njj,Les changements climatiques,FR-CA
R_1MWHV8fSvUrcKcs,Health care,EN
R_1MWXJgu7eVvABo2,Economy,EN
R_1MWYjW4qhgGEYxt,environment,EN
R_1MWgA4fjy2aCWv0,Low income housing,EN
R_1MWhAncDCnJNNFK,affordable housing,EN
R_1MWhjZxJIb1cEdB,climate change,EN
R_1MX1ljNFgcpkNEC,pandemic,EN
R_1MXQ7g8zIr4aEMx,Health Care,EN
R_1MXUiaSGOhVQlVf,getting rid of Justin Trudeau and the Liberal,EN
R_1MXr2VvWB7VfNve,Defense,EN
R_1MXxGOgxO9wiX9n,National debt levels,EN
R_1MY7Kw46xQvQUEr,that they be totally honest,EN
R_1MY7R2I8SmsNtlw,Liberal majority,FR-CA
R_1MYQ5KRUoZqY5bU,majorite du parti liberal,FR-CA
R_1MYtUBd1FHBA0q8,The voting system (not every vote counts),EN
R_1MZgxQDl9OuWVzn,Housing problem,EN
R_1N2D3jLsRLaTmCF,Économie et pandémie,FR-CA
R_1N2ZfyBltHBXudR,Not sure at this time,EN
R_1N2eNxmqyNDaKiv,Taxes,EN
R_1N2kPXwH7pvYFMd,why this election should be,EN
R_1N3DQaBdJky6LHr,Seniors,EN
R_1N3okiCqtV8qPKJ,-99,EN
R_1N3pNk9JlR55dDE,Debt,EN
R_1N3x8EgkIgYSq6p,O'Toole losing,EN
R_1N3yGl3llrAqPiC,Économie stabilité,FR-CA
R_1N3zXofcqB31sZX,government transparency,EN
R_1N48MTTNCFcucYO,The Debt,EN
R_1N4AYbuyoQgJBji,Healthcare,EN
R_1N4EdyiCjYr1ep9,environnement,FR-CA
R_1N4VdUCKw7diIzN,REPRENDRE MA VIE NORMAL ET METTRE TRUDEAU DEHORS . IL A ASSEZ ENDETTER NOS ENFANTS,FR-CA
R_1N4ZKZ2yrpxCs2S,Mandate vaccines,EN
R_1N4aPrPdxqPke1J,healthcare,EN
R_1N4gR4wXVqozt8B,Climate change,EN
R_1N5mcH3Pvgq4097,"l'écoute des autres parties, de savoir diriger en tenant compte que tous les autres parties représentent aussi la population qui les ont élus",FR-CA
R_1N5pL8Xv2pvHbw5,Honesty,EN
R_1N8ELQQuVkGXuFn,Covid,EN
R_1N8FLiITfFhloH6,L'économie,FR-CA
R_1N8fT3bMtgvSHlL,health care,EN
R_1N8m6wrtl73apde,more than one,EN
R_1N8mHGeNh90SLOZ,Dealing with a lot of things too many to put down,EN
R_1N95gxgUKTgF6nk,Housing,EN
R_1N9MVFhGrZjzuMx,"Santé, pandémie",FR-CA
R_1N9N04ygl5uS7Iv,gerance du pays,FR-CA
R_1N9Onmbwn07meNt,Jobs for people and medical coverage.,EN
R_1NCVgCdswH05HFt,la santé,FR-CA
R_1NCdCn6ndKgoNHA,L’économie,FR-CA
R_1NCw5QQJkmRauwK,The climate crisis,EN
R_1ND2LkIsKYa9ORw,COVID-19,FR-CA
R_1NDEDrLelhjpKXN,Communal harmony,EN
R_1NDEm3chCJ1CuKO,Disability Benifits,EN
R_1NDPQJSTXTomDOK,Healthcare and mental health,EN
R_1NDmXk81FLVASVf,Economy recovery,EN
R_1NDqhsVEpzm6MhU,Economy,EN
R_1NE4IJPTXKaOXAb,Economy,EN
R_1NELGIySksXakOR,Le manque d’employés dans presque tous les secteurs d’activité,FR-CA
R_1NEVDXwotWRqXkk,Environnement et la crise sanitaire,FR-CA
R_1NEr6gH0hsorrZx,POVERTY,EN
R_1NEv7o4H9K4nCCl,Good paying jobs,EN
R_1NEzGp3easoVVeC,Climate Change,EN
R_1NF92vhI2paq9A2,La santé financière,FR-CA
R_1NFC5kYpamJffmf,none,EN
R_1NFDRfqyjVnCeZM,Égalité pour tout le monde,FR-CA
R_1NFg9ubqf2isGxI,Tax,EN
R_1NFhm1lXKAIgdig,Immigration,EN
R_1NFzhgnmzTxikqP,Getting water to the indigenous communities,EN
R_1NTmI3kswibyzap,Covid-19,EN
R_1NaB7HtWtSV4LHF,Leadership,EN
R_1NaDCAPA6T6vUxM,CLIMATE CHANGE,EN
R_1NaIlGySFL4i85Y,pension,EN
R_1NaKKUIg20Bmggg,Sortir les libéraux du pouvoir,FR-CA
R_1NaWyAuPgLR4jai,Finances,FR-CA
R_1Nac0sRkxwwLtfM,ECONOMIE,FR-CA
R_1Naji01dMxFvIaY,La Santé,FR-CA
R_1NanuD2mRHfwssD,Respect de la langue française partout au Canada,FR-CA
R_1NaxsT5rDIKvxRR,Healthcare,EN
R_1NazvYHJhPkrpca,Que l on n’avait pas besoin d’election,FR-CA
R_1Nbm07xa94BWFJH,Healthcare,EN
R_1Ne3X9cA2HY8XaK,government spending and priorities,EN
R_1Ne6CFvYyOGui2o,Immigration,EN
R_1Ne8gtv0smuBO63,strong middle class,EN
R_1Ne8lKxD6a46GFb,Covid economy,EN
R_1Ne9GYiMjYG2lZj,Passeport vaccinale,FR-CA
R_1NeQB6q8Ip9c2nh,Redistribution of wealth,EN
R_1NejYrEq9I2SQAR,Healthcare,EN
R_1NesPbCcTkI5XuD,Honest representation,EN
R_1NetUjhh4xsXd3X,Healthcare,EN
R_1Nf6gQlOLNVX6vb,Get Justin Trudeau out,EN
R_1NfCE86quqHUuDB,Economic recovery from pandemic,EN
R_1Nfc2Bjay4nVgTm,Rent prices/homelessness,EN
R_1NfrVZBRT19CzUD,L’environnement,FR-CA
R_1Ng1sibr3LWR6lJ,The pandemic,EN
R_1Ng33Mjbac5GA8u,Debt and deficit,EN
R_1NgEEDmRSi03RW2,Les changements climatiques,FR-CA
R_1NgMtdDSy8Tj7CA,Economy,EN
R_1NgnvpDXEs208LW,economy,EN
R_1Ngq8dj7XuGekeK,"La gestion des finances, de la dette",FR-CA
R_1NhaSfN9utpXPxQ,Priorities  not right,EN
R_1NkOuIeMADaGB95,Les changements climatiques,FR-CA
R_1NkRdrAkknLipID,The environment,EN
R_1NkT4f5Eavqd6Bf,cost of living,EN
R_1NkaYlAZjHWhxOr,"l,économie",FR-CA
R_1NlCC9fkYlX16rp,Racism human rights environment,EN
R_1NlCGFoCVQ9iHYy,Relations internationales,FR-CA
R_1NlDsdbGAQFNZjO,environment,EN
